probe	GSM2696792	GSM2696793	GSM2696794	GSM2696795	GSM2696796	GSM2696797	GSM2696798	GSM2696799	GSM2696800	GSM2696801	GSM2696802	GSM2696803	GSM2696804	GSM2696805	GSM2696806	GSM2696807	GSM2696808	GSM2696809	GSM2696810	GSM2696811	GSM2696812	GSM2696813	GSM2696814	GSM2696815	GSM2696816	GSM2696817	GSM2696818	GSM2696819	GSM2696820	GSM2696821	GSM2696822	GSM2696823	GSM2696824	GSM2696825	GSM2696826	GSM2696827	GSM2696828	GSM2696829	GSM2696830	GSM2696831	GSM2696832	GSM2696833	GSM2696834	GSM2696835	GSM2696836	GSM2696837	GSM2696838	GSM2696839	GSM2696840	GSM2696841	GSM2696842	GSM2696843	GSM2696844	GSM2696845	GSM2696846	GSM2696847	GSM2696848	GSM2696849	GSM2696850	GSM2696851	GSM2696852	GSM2696853	GSM2696854	GSM2696855	GSM2696856	GSM2696857
1552299_at	3.840255	5.499289	5.508262	4.47155	4.594023	4.64563	3.971682	4.648406	4.667992	4.70867	5.001378	5.111602	4.632513	4.004852	3.750117	4.315016	4.881475	4.958861	4.757952	4.461148	5.350435	4.980289	4.507204	4.269807	4.3497	4.564257	4.191351	5.418384	5.207705	5.223231	4.970965	5.240951	3.425705	4.238899	5.137065	4.761689	5.17312	3.851806	4.722545	5.21641	4.686974	4.788402	4.987145	4.947095	3.921805	4.567983	4.580222	4.517293	5.001371	3.570497	4.450613	4.201975	5.131211	4.675303	4.610003	4.359738	4.207209	4.07173	3.461782	4.81822	4.382002	4.215613	3.797434	4.975234	3.862519	4.100503
1552301_a_at	4.007494	3.636304	3.502588	4.009537	3.920352	3.800274	3.805794	3.861783	3.923104	3.759	4.001618	3.540166	3.53031	3.806483	4.364424	3.793531	3.814635	3.86016	3.677432	3.988591	3.621731	4.119278	3.733852	3.894872	3.775227	4.052089	4.001408	3.481846	4.157281	3.444799	3.706319	3.733968	6.620522	3.953948	3.742242	3.682658	3.692763	4.685401	3.953692	4.26457	3.884793	3.763587	4.154008	3.807925	3.86587	3.784842	4.281822	3.860851	4.134573	3.8181	3.685403	3.927832	3.776233	3.905136	4.103215	3.302033	3.81252	3.83453	4.761009	3.882744	3.87079	3.923439	3.828371	3.465467	3.847923	4.024262
1552302_at	5.097037	4.684522	4.254388	3.955303	4.181726	6.055822	5.028856	4.960207	6.007026	5.349032	4.086227	5.215511	5.47015	4.843848	5.483824	3.796943	4.11617	4.112102	4.970983	4.790086	5.548561	5.381808	5.464163	4.698719	4.852065	4.316527	5.491892	5.709096	3.540298	4.900823	4.239594	4.971212	3.890242	4.722557	5.205738	3.966153	5.712255	5.706775	4.544899	5.839447	6.175827	3.986227	5.984493	5.004334	4.510005	4.722361	3.944177	4.179226	4.393822	5.50087	5.401919	5.507375	5.487196	4.246702	5.371284	5.926476	6.345547	4.24533	5.323743	4.069007	4.273095	3.717103	3.860296	4.535202	4.991651	4.974833
1552303_a_at	6.718176	5.71933	5.54758	5.853176	5.486538	6.615871	6.076843	6.039249	7.015724	6.415038	6.123429	6.02627	6.573404	6.085653	6.23902	6.169434	5.861444	6.323143	6.352385	6.264433	6.223523	6.32317	6.031075	5.957762	5.891837	5.597011	6.23006	6.701071	5.478965	6.483958	5.945299	6.238434	5.939913	6.13563	6.327291	5.753875	6.175862	6.291756	5.729508	6.827252	6.728152	5.876085	6.715982	6.31235	5.793171	6.43883	5.790569	6.038498	6.156966	6.501416	6.426031	6.835425	6.469251	6.112812	6.667492	6.305542	6.938112	6.144419	7.022832	6.199835	5.769035	6.046582	5.88829	6.253407	6.075299	6.298771
1552304_at	4.265046	4.492836	4.646761	4.170131	4.65694	5.007757	5.368793	4.939985	5.848847	5.078908	5.398205	4.502837	4.182011	4.913717	4.193076	5.222314	5.551153	4.742312	5.112026	4.548715	5.021308	5.62466	4.772986	5.004747	4.697564	4.830311	5.115978	5.40626	4.98827	4.833489	4.502594	5.291885	4.764108	4.723339	5.194598	5.116509	4.728663	4.465843	5.034434	5.322146	4.947208	4.758846	4.43221	4.594072	5.910296	5.178728	4.170349	6.078629	4.710593	4.512226	4.462133	5.16274	5.437779	5.060089	4.736161	5.162609	4.021461	4.650017	3.914754	4.580909	4.720244	4.744999	4.971638	5.112197	4.569221	4.704695
1552306_at	5.290641	4.680976	5.116465	5.057587	4.547306	5.880967	6.153202	5.411934	6.038085	5.574735	6.028467	5.44255	4.36474	6.002108	4.895605	5.653618	6.312274	5.254209	5.697296	5.387584	5.542879	6.066682	6.268733	6.128683	6.248858	6.16496	5.593609	6.286557	5.291008	5.449809	5.197243	6.033758	5.155513	5.700776	6.039131	5.657444	5.574234	5.302223	6.002446	5.854788	5.225721	6.257715	5.391857	5.230783	6.869541	6.700567	5.369231	6.897773	5.630193	6.263649	5.275658	5.339194	6.114241	5.696972	5.448755	6.106634	4.752236	5.274285	4.715867	4.637402	5.958788	4.999483	6.058951	5.562097	5.398973	5.549465
1552307_a_at	5.772977	4.413223	5.734554	6.634196	5.08785	5.03983	5.074701	5.431231	4.748512	4.768559	4.958617	5.290711	5.520326	5.66014	4.873857	6.463869	5.364531	5.447858	4.904184	5.707209	4.65675	5.770305	4.947341	5.902857	5.088988	5.88341	5.15485	5.639511	6.061864	5.118353	5.549587	5.477507	5.41457	5.470636	5.527015	5.164179	5.471807	6.436396	5.406803	5.003369	5.133062	5.293939	5.262941	5.634535	4.717774	4.470347	6.152012	5.107106	5.647422	6.134387	5.79108	5.048602	4.343101	5.082446	5.592469	5.475949	5.559611	4.946477	5.777714	4.646897	5.573676	5.889648	6.572956	5.239193	5.997951	5.129023
1552309_a_at	7.934104	5.631377	6.311979	6.711992	6.188776	6.865354	6.941553	7.343703	6.902201	6.103607	6.830433	7.239703	8.092945	6.592498	8.392729	5.818408	7.042577	6.75025	6.761811	7.707964	5.924781	6.97693	6.543476	8.600007	7.544208	7.328916	6.676706	7.144153	5.712586	6.725008	6.779186	6.745228	5.686236	6.99614	6.506077	7.100448	8.076797	8.268074	7.104852	5.435472	5.929772	5.706807	7.36048	7.530675	6.844431	7.542523	7.276686	5.329301	5.938472	7.482983	6.381497	6.941724	6.372598	5.385587	6.383558	7.386079	6.280542	6.853457	6.438482	7.599268	5.987971	7.823579	5.702972	6.917794	7.671532	7.377606
1552310_at	7.42096	7.969395	8.935469	7.732636	8.003002	8.504894	7.838671	7.716242	8.487762	7.746433	8.114288	8.368489	7.47498	8.009206	7.763849	7.981988	8.124771	7.889733	8.17935	7.682902	8.109075	8.090158	8.4004	8.222485	8.569559	8.263918	8.480249	8.035259	7.745158	7.668119	7.675662	8.066983	8.077446	7.318226	7.896778	8.505158	7.705873	7.272023	8.215479	8.163343	8.01471	8.775305	8.213318	7.765855	8.024463	8.105626	7.60801	8.468751	7.927775	8.370155	8.070946	8.078346	8.452151	7.82074	7.821019	8.07539	7.155529	7.782942	7.158786	7.506416	7.863104	7.835877	7.538281	8.076922	8.018379	7.590424
1552311_a_at	6.367088	6.518648	6.511132	6.640079	6.710223	6.374168	6.432146	6.560373	6.601465	6.739966	6.485649	6.421894	6.544193	6.624481	6.587264	6.418121	6.241384	6.306065	6.41251	6.526335	6.395613	6.176446	6.558046	6.530781	6.310126	6.490911	6.587992	6.688766	6.378929	6.728914	6.686917	6.457734	6.565703	6.427124	6.477091	6.389227	6.321755	6.657133	6.445812	6.69435	6.79109	6.782608	6.441576	6.436149	6.168342	6.534803	6.368485	6.463183	6.807266	6.682112	6.766056	6.744151	6.669432	6.563663	6.694107	6.512889	6.776	6.819587	6.888152	6.985331	6.489652	6.663877	6.779646	6.149695	6.055488	6.29212
1552312_a_at	6.251842	6.047101	5.706482	5.250444	5.856279	6.233757	6.946212	6.728753	6.36708	6.877032	6.472456	6.310696	6.630998	5.994708	5.506545	6.469812	6.188534	6.223793	5.787736	6.24978	6.71111	6.820438	6.373443	6.691294	6.868631	6.378524	6.174473	6.928576	6.862067	6.070252	6.184356	7.047812	6.341379	6.436806	6.705656	6.35262	6.918507	6.760568	6.436871	6.380828	6.524323	7.047379	5.936504	6.818008	6.573344	6.992701	7.025792	6.480485	5.469145	6.661822	6.48591	6.545453	6.302161	6.479867	5.871878	6.183297	6.167982	6.339644	6.325262	6.855319	6.596227	6.999984	6.346231	5.995211	6.164991	6.353499
1552314_a_at	4.844899	4.626877	4.853439	4.293837	4.753817	4.671009	4.967364	4.662307	4.647426	4.599382	4.615764	4.696539	4.592112	4.761658	4.788321	5.138681	4.597503	4.47588	4.354525	4.74858	5.053106	4.963449	4.629889	4.69944	5.128867	5.01017	4.675538	4.577878	5.066619	4.673869	4.512334	4.536558	4.927337	4.88019	4.755041	4.744021	4.521645	4.754531	4.594381	4.760052	4.840865	5.146019	5.028954	5.072478	4.926562	5.324448	4.657117	4.274797	4.823382	5.233453	4.396553	4.511046	4.478884	4.497577	4.752356	4.224714	5.103771	4.723155	5.18842	4.623794	4.504625	5.346338	5.104641	4.407179	4.525824	4.666136
1552315_at	7.626048	6.161836	5.526859	5.553731	5.423339	6.522783	6.190214	6.542757	6.365773	5.722499	6.372625	6.486781	6.610175	6.19551	6.458957	5.173201	6.081973	7.467017	6.448868	7.475182	5.944515	5.732975	5.617231	6.171372	6.189139	5.834419	6.529916	6.581114	5.339183	6.34072	6.37755	6.049442	6.055376	6.125146	5.982619	5.256716	7.252002	6.64599	5.359126	5.842068	6.667321	5.379587	5.630429	6.677632	5.978385	6.750262	5.480522	6.563495	5.856544	7.090204	6.308471	6.464154	5.824811	7.144518	6.734817	6.438395	6.315069	6.785105	6.758528	6.362972	6.123096	5.915769	5.689599	6.404466	6.70876	5.860976
1552316_a_at	7.835714	6.801055	6.202516	5.806158	6.473442	7.99364	7.224363	7.052797	7.242054	6.124457	6.716329	7.80168	7.661443	7.280334	7.461656	5.237509	6.510429	7.546229	6.546311	8.687751	6.503382	7.186632	5.727331	7.431571	7.40528	6.469725	7.48627	7.186662	6.039903	6.424725	7.790946	7.201015	6.352273	7.448624	7.089236	6.512113	8.598975	7.88328	6.839811	7.124134	6.672192	6.828562	7.382931	7.605882	6.868565	6.533902	6.412026	7.034498	7.339983	8.617976	7.387712	6.386806	5.64319	6.796796	7.779843	7.307307	7.288923	6.997639	8.183104	7.036035	7.038143	6.480338	5.897305	6.34745	7.437797	7.203671
1552318_at	5.509987	4.532938	3.177899	3.903546	4.969027	5.693474	5.034458	5.220901	5.660532	4.720036	4.847897	5.549901	5.956068	4.710729	5.00216	3.464424	4.658032	6.066715	4.429926	5.787343	4.371232	5.368406	3.788456	4.975465	5.625196	4.701138	5.491586	5.012822	4.057822	5.032421	5.341333	5.089289	4.607791	5.573105	4.976324	3.980159	6.030376	5.681087	4.489723	5.055893	5.320865	4.356215	4.682072	5.097237	4.851552	5.233394	4.029206	4.989533	4.800876	6.196352	4.146297	5.358791	4.396281	5.292194	5.395448	5.679029	5.212276	5.679029	6.462882	5.194026	4.379296	4.387647	4.181325	4.632236	5.816091	4.843957
1552319_a_at	6.079005	4.43031	4.724035	3.3911	3.316417	3.437969	3.452286	3.957645	3.175518	3.200779	4.307615	3.159606	3.547029	3.469352	3.351554	4.02622	3.310991	4.171238	3.732123	3.880129	3.748383	3.95415	3.406378	4.780362	3.721643	3.698669	3.681433	3.417181	4.398028	3.731916	3.876434	3.523533	3.984424	3.735227	4.891271	3.302791	3.172902	3.006402	4.114917	3.440413	3.42404	3.313936	4.055939	5.935581	3.756975	3.98934	3.523349	3.718771	3.999876	3.692211	3.621305	3.55493	3.506464	3.154072	3.669181	3.511127	7.135547	3.931452	5.35071	3.497787	3.576319	3.830225	4.453074	3.131856	3.251551	3.28763
1552320_a_at	2.673445	2.23882	2.177494	2.294342	2.747291	2.468518	2.714843	2.640895	2.464715	2.373878	2.370754	2.96888	2.250136	2.420378	2.251206	2.555445	2.591701	2.739149	2.495826	2.666197	2.103568	2.283994	2.851123	2.400668	2.317373	2.087934	2.44575	2.598588	2.386667	2.388218	2.580389	2.283718	2.489344	2.26143	2.362921	2.362921	2.491585	2.541086	2.426651	2.247101	2.578735	2.295999	2.369503	2.350956	1.994848	2.823568	2.592964	2.738291	2.358535	2.186819	2.487437	2.420737	2.509246	2.719104	2.335073	2.56056	2.387205	2.655335	2.492955	2.510693	2.537366	2.361121	2.420026	2.588483	2.444435	2.208467
1552321_a_at	2.790301	2.652478	2.668693	3.044843	2.904175	2.700645	3.463973	2.311206	2.751614	2.741611	2.677505	3.664398	2.737014	2.535994	2.628093	2.911985	2.714721	3.11506	2.903365	2.708779	2.687557	2.99812	2.90167	2.400668	2.655583	2.542799	2.746119	2.901544	2.606167	2.525463	2.794431	2.807842	2.943208	2.72678	2.414645	2.571204	2.756394	2.688866	2.774009	2.778194	2.854997	2.403228	3.069515	2.728694	2.444964	3.279389	2.630004	3.060406	2.524398	2.613654	2.75134	2.672264	2.652383	3.045468	3.060477	2.861226	2.648719	3.262594	2.674019	2.806971	2.82814	2.958351	2.754616	2.888424	2.978058	2.723629
1552322_at	2.626753	2.846522	2.391115	2.30327	2.725444	2.51567	2.400213	2.592999	2.804316	2.715398	2.567064	2.572453	2.492782	3.661675	2.438814	2.935002	2.501365	2.190205	2.590769	2.392208	2.786599	2.408837	2.590039	2.404542	2.948736	2.752125	2.558494	2.350645	2.436489	2.684819	2.233648	2.882392	2.489374	2.149203	2.437463	2.219867	2.128265	2.280217	2.468554	2.445774	2.321437	2.775255	2.457561	2.207503	2.626871	2.801281	2.660299	2.979682	2.667695	2.561791	2.69726	2.865387	2.646853	2.436489	2.380611	2.563076	2.175161	2.491071	2.296297	2.32878	2.446191	2.436489	2.193958	2.462029	2.454272	2.915848
1552323_s_at	4.788537	5.36961	5.344505	4.794793	5.305076	5.935085	5.414725	5.371218	5.508263	5.853595	5.15419	5.293096	5.320174	6.422327	4.757117	4.979296	4.811953	5.187949	4.948826	5.127817	4.957438	5.443041	5.38024	4.701108	6.179502	6.239893	5.317948	4.977872	4.776052	4.971892	4.720481	5.661592	4.115201	4.344151	4.970941	5.076056	5.2676	5.199363	5.298163	5.874733	4.918069	5.456893	5.541759	5.044735	5.446493	5.258122	4.996861	6.101922	4.913712	5.047737	5.405189	5.307837	5.005569	4.2678	4.753464	5.215887	4.75001	5.44588	4.7257	4.349615	4.897741	4.436075	3.782548	4.708459	4.596622	5.81447
1552325_at	2.233938	1.965514	2.065694	1.93277	1.976669	1.881989	1.973918	1.941369	1.951591	2.133495	1.994603	2.246856	2.068195	1.915567	2.020416	2.250294	2.160518	2.083108	2.089049	2.195372	2.074636	2.002256	1.911968	2.053999	2.05036	1.990506	1.992476	2.270292	2.004315	2.31219	2.128333	2.197842	1.990169	2.175174	1.969107	2.031904	1.844067	1.996991	2.066787	2.211994	2.363265	2.182289	2.095589	2.165813	1.909772	2.11301	1.909772	2.091524	2.425615	1.9096	2.283073	2.116637	1.980833	1.954279	2.1644	2.099373	1.964236	2.375567	2.218146	1.953855	2.019456	2.00279	2.133812	1.926731	1.838055	1.998225
1552326_a_at	3.718354	3.155469	3.164642	3.642576	3.553939	3.433866	3.467779	3.311792	3.336008	3.781961	2.996708	3.235074	3.230073	3.378468	3.294337	3.691686	3.455	3.610706	3.313222	3.504267	2.999042	3.583037	3.4815	3.355066	3.413456	3.171738	3.380865	3.270521	3.49493	3.444986	3.113597	3.245871	3.191434	3.035847	2.710582	3.346865	3.68514	3.408665	3.706347	3.221441	3.455533	3.50861	3.389483	3.241463	4.123765	3.451804	3.26548	3.206077	3.201013	3.144626	3.154308	3.397498	3.458771	3.321437	3.287863	3.291471	3.609098	3.333112	3.446326	3.373881	3.509276	3.600675	3.574806	3.19849	3.407605	3.373781
1552327_at	2.795997	2.906029	3.617601	2.832191	3.288071	3.421345	2.674572	2.822436	3.277893	3.471254	2.935121	2.707805	2.901501	3.01556	3.268155	2.734566	3.153816	3.382751	2.841321	2.926106	2.83091	3.215447	2.995995	3.187244	2.774722	2.870615	2.817744	2.629686	2.897869	2.897824	2.914632	2.640251	3.181875	2.795193	3.09272	2.878486	3.383356	3.193299	2.842458	3.196717	3.031313	2.780499	3.779421	3.152339	2.607058	2.95952	3.244369	2.512683	2.652795	2.787804	2.806202	2.75793	2.797531	3.079814	2.687431	3.021019	2.82425	2.577235	2.598131	2.798028	2.831409	2.505146	2.747756	2.828981	2.758105	3.396087
1552329_at	6.583081	6.301401	8.396133	5.568534	5.84659	6.16726	7.070676	6.0335	6.737174	6.234786	6.008878	6.382645	6.162272	6.020319	6.293554	5.820697	6.105652	6.15357	5.843869	6.339517	5.791192	6.5044	5.605562	6.331519	6.56775	5.996331	5.956851	6.35371	6.324362	6.20237	5.980123	6.595697	6.208844	5.936224	6.68129	5.456369	5.88715	6.304368	5.934396	5.977418	5.65267	5.870595	6.162948	6.441948	7.090023	5.303317	5.838967	5.987376	7.011287	6.172427	5.84095	5.776332	5.786591	5.683594	5.64509	6.469452	6.103832	6.578828	6.321134	5.562812	6.15764	5.564378	5.560335	5.993924	5.883301	6.779488
1552330_at	5.35058	5.773047	6.672498	6.048956	6.340331	6.57403	6.870716	6.095293	6.410561	5.778828	6.320912	6.632804	6.268175	6.019419	6.565545	5.029294	5.942934	5.790973	6.182208	6.01358	6.173673	6.700416	6.674867	6.262835	6.447373	6.032119	6.519095	6.103018	6.44531	5.905809	6.132137	6.230369	7.277393	5.399875	6.054962	5.868796	6.06094	6.228946	5.953767	6.458927	6.222681	6.406776	5.92321	6.096344	5.951563	5.373607	6.979873	6.849396	5.632119	5.935878	7.084435	6.335414	6.550486	5.743701	6.041353	6.409169	6.279212	5.788783	6.229386	5.800708	5.986519	5.484364	5.303126	6.098781	6.237934	6.779135
1552332_at	7.488502	7.0957	6.742672	7.254706	7.166001	7.437273	7.057374	7.36473	7.395531	7.909147	7.63753	6.930695	7.343171	6.972221	7.03415	7.48021	7.322785	7.355334	7.663867	6.966686	7.676589	7.655224	7.581213	7.117425	7.092583	7.281034	7.093355	7.60362	7.100859	7.542738	7.49716	7.3328	6.849458	7.146635	7.576729	7.36685	7.720701	6.90753	7.453356	7.598104	7.413724	7.407074	7.910094	7.710509	7.199359	8.068073	7.094437	7.711994	7.615282	6.885473	7.267362	7.780048	7.093407	7.55824	7.96849	7.058623	7.68455	7.544816	7.375845	7.407603	7.197817	7.824523	7.456405	7.147415	7.246031	6.895949
1552334_at	5.615564	6.144857	5.08001	5.632266	5.457182	6.077008	5.6662	5.784757	6.178305	6.820763	6.225389	5.805845	5.918049	5.446418	5.878303	6.244517	6.100692	6.03585	6.448002	5.879021	6.495043	6.411778	6.015584	5.563792	5.932055	5.772232	5.487059	6.110377	5.97964	6.007917	5.914948	5.833848	5.132786	5.743225	5.892396	6.254439	6.534525	4.788036	6.081533	6.665226	5.894232	6.069404	6.117577	5.959792	6.149639	6.435758	5.392494	6.473971	5.89304	4.994193	5.695487	6.209786	6.078273	5.414961	6.110763	6.211271	5.860219	5.69413	5.169569	5.616626	5.743922	6.495193	5.999469	5.689405	6.085862	5.484176
1552335_at	5.113671	6.406838	6.167966	5.844999	5.344463	5.460864	5.602287	5.497572	5.667575	5.454583	5.720003	5.415011	5.831293	6.063074	5.686789	6.296627	5.719707	5.771054	5.589289	5.534373	5.939115	5.300546	5.322561	6.758348	4.934334	5.748269	6.023899	5.653928	5.862491	5.728568	5.584093	5.25784	5.534748	5.614456	5.669282	5.608788	5.355175	5.624979	5.803178	5.729518	5.799814	5.868711	5.614433	5.624657	5.59083	5.27545	5.71746	6.000297	5.77555	5.760364	5.333511	5.614044	5.544302	5.708032	5.771482	5.680972	6.044833	5.504064	6.735813	5.368353	5.689453	5.621972	5.51928	5.519372	5.552964	5.469215
1552337_s_at	3.506959	3.682768	3.242312	3.237833	3.502627	3.665393	3.448106	3.195476	3.508002	2.819778	3.169607	3.770619	3.880147	3.541604	3.664969	3.308609	3.546456	4.174664	3.395082	3.415902	3.204545	3.510363	3.32589	2.980329	3.277574	3.649747	3.228829	3.483322	3.199621	3.666815	3.144851	3.305899	3.306185	3.216189	3.413863	3.578557	3.730494	3.635653	3.51462	3.321782	3.601913	3.395541	3.511379	3.176528	3.136174	3.770455	3.441177	3.347944	3.572612	3.221887	3.524977	3.359219	3.184953	3.491443	3.353974	3.529242	3.253343	3.586763	3.528033	3.751202	3.462507	3.53962	3.517269	3.211907	3.499916	3.378374
1552338_at	4.248473	4.503201	3.960456	4.86227	4.519967	4.234373	4.317061	4.316975	4.616446	4.889709	4.34118	4.201713	4.363777	4.515769	4.154032	4.592026	4.400845	4.500352	4.738681	4.727994	4.504155	4.452356	4.403591	4.420609	4.032488	4.43734	4.399155	4.505002	4.384487	4.615594	4.748875	4.213666	4.265754	3.813791	4.206894	4.573671	4.461026	4.118874	4.532318	4.360857	4.397944	4.215933	4.007831	4.213907	4.561795	4.457902	4.754073	4.637924	4.426788	4.152028	5.032717	4.877644	4.41884	4.807437	4.578498	3.92656	4.386834	4.451863	4.64573	5.196919	4.8145	5.152443	4.658299	4.751362	3.847578	4.400373
1552340_at	4.124459	4.126303	4.015663	4.520494	4.476121	3.966757	4.248238	4.34197	4.351147	4.435788	4.298018	3.734721	3.960086	3.925631	4.270275	4.147244	4.505089	4.409657	4.534891	4.091303	4.434095	4.218947	4.505248	4.010768	4.008281	4.712007	4.572943	4.253654	4.067542	4.38676	4.338533	4.045171	4.038744	3.874025	4.089118	4.057586	4.043562	3.862641	4.206197	4.408205	4.292608	4.280868	4.53594	4.230714	4.12286	4.247978	4.181523	4.127002	4.088143	4.023772	4.13863	4.665721	4.519533	4.590806	4.889023	4.058155	4.140351	4.141582	4.354631	4.150445	4.274416	4.310833	4.1451	4.743322	4.244997	4.151929
1552343_s_at	4.170905	3.72929	4.252903	4.423139	3.897668	3.844457	3.821558	3.870625	4.215984	4.047455	4.09539	4.260216	4.376545	4.014243	4.152604	4.079759	3.878543	3.998848	3.690976	3.743655	4.090342	3.685014	4.26345	3.935504	4.031562	3.820802	4.140558	3.785456	3.71371	4.222591	4.304116	3.98948	4.839461	3.915447	4.058774	4.393694	3.846696	3.947107	3.606794	4.048482	3.82401	4.895078	3.756678	4.311599	3.895276	4.227358	3.919607	3.904856	4.526968	4.269496	4.044733	4.058444	4.112427	4.152405	4.168243	4.2132	4.62155	3.913617	5.043732	3.896402	4.001629	4.420443	4.210845	4.075601	4.204374	4.079956
1552344_s_at	5.76541	4.969782	5.051242	5.711243	5.794737	6.099893	6.121814	5.665708	5.633546	5.705346	6.317482	6.355012	6.126917	6.507568	6.209343	5.990386	5.936661	5.974598	5.848922	6.080476	6.308228	6.253244	5.729078	5.976958	6.206545	5.826064	5.789063	5.902835	7.713571	5.132335	6.103777	6.237755	7.660028	6.479875	6.436409	5.809975	6.41982	6.119161	6.112293	6.27272	5.907659	6.763922	5.549715	6.139441	7.073859	6.644989	6.273187	5.630485	7.572851	6.040474	6.004879	5.338873	5.3661	6.355485	5.759677	5.913137	5.746654	5.390056	5.999981	5.914153	7.029981	7.250002	7.104908	5.47563	5.712931	6.418375
1552347_at	5.751425	6.118541	6.196691	6.890991	5.800832	6.505686	6.329599	5.828881	5.763766	6.488536	6.325152	6.497134	6.439182	5.889612	6.376452	5.615096	5.78108	6.24328	6.043156	6.484169	6.256514	6.437117	5.814384	6.953687	6.17426	5.959918	6.261271	6.056452	6.533035	5.82601	6.1589	6.346797	6.641367	6.194086	6.283227	6.064445	6.590701	6.516391	6.033232	6.059493	5.941508	6.763306	6.684769	6.508412	6.435248	6.341202	6.007249	6.338281	6.382151	6.677742	6.064563	5.791515	6.306989	5.945816	5.560966	6.186863	5.59272	6.017719	6.196154	6.079063	5.953274	6.566339	5.720411	6.393594	6.453201	5.889172
1552348_at	4.838496	4.45751	7.038643	4.673015	5.633564	5.407321	4.888737	6.353564	4.952578	10.40478	5.573586	4.26401	4.726593	5.946764	5.946847	4.74926	5.880318	4.913812	5.448849	5.419844	5.103166	4.730362	5.309212	4.617528	4.595276	5.331664	7.389489	5.02082	5.306506	6.068076	6.711763	5.297607	4.818658	4.951592	4.973679	5.102705	4.429312	6.109058	6.071282	4.634349	4.536888	4.666617	5.159556	4.971053	10.53681	4.773753	6.173336	5.261972	5.479567	4.574452	5.052289	5.075876	5.363452	5.32445	5.111084	5.061097	5.034688	9.349183	5.003854	5.648842	5.567098	5.003593	4.843423	5.125386	4.36322	6.021685
1552349_a_at	4.528015	4.469866	5.231129	4.280341	4.553304	4.463891	4.362862	4.791928	4.402601	7.967802	4.704556	3.984362	3.819892	4.618451	4.716588	4.413766	4.557965	3.99344	4.385282	4.478214	4.387262	4.26495	4.269118	4.321128	4.205798	4.416216	5.099328	4.430716	4.131344	4.809353	5.197386	4.336192	4.452008	4.484735	4.314944	4.083576	3.997306	4.456437	4.487103	4.384916	4.430202	4.527259	4.503178	4.390566	7.811254	4.297976	5.303892	4.789443	4.807377	4.43775	4.251661	4.450376	4.234492	4.446148	4.345845	4.494596	4.219118	6.989062	4.67622	4.701591	4.565826	4.317126	4.390187	4.46038	4.13122	4.45795
1552354_at	4.091068	4.002773	3.80851	4.327224	4.274279	4.477682	3.673801	3.882642	3.775246	4.320594	4.112622	3.767415	3.961591	4.281047	3.989984	4.259944	4.77702	4.555128	4.102409	4.122132	4.164047	4.149565	4.367504	4.153823	4.44281	3.737268	4.067587	4.17452	4.55346	4.229433	3.987518	3.659562	3.984424	3.915967	4.157036	4.459975	3.887325	4.004171	4.16115	4.576879	4.732301	4.407629	4.235818	4.065578	3.945822	4.463551	4.332363	4.080467	4.012683	3.997041	4.177116	4.216836	3.623231	4.08287	4.303063	3.605224	3.859613	4.023369	3.72656	4.070524	4.251004	4.466726	4.742828	4.264941	3.979231	3.605033
1552355_s_at	4.69387	4.737351	4.79796	4.74845	4.754587	4.667507	4.851935	4.813471	4.797788	4.885693	4.966976	4.671843	4.572663	5.095358	4.670637	5.016885	4.930213	4.865816	5.018887	4.874206	4.868556	4.619267	4.774972	4.782574	5.015928	4.805143	4.941971	4.862514	4.644554	4.59133	4.486379	4.741136	4.691916	4.893803	4.546135	4.910593	4.74662	4.93207	4.634542	4.868032	5.168678	4.846536	5.387382	4.355198	4.697236	4.818578	4.838433	5.063438	4.656318	5.143991	4.721954	4.881526	4.837757	4.907224	5.049597	4.479715	4.910823	5.008989	4.958722	4.690458	5.053323	5.119746	4.912227	4.801336	4.636225	5.023097
1552359_at	2.523242	2.358676	2.670507	2.680112	2.794181	2.771801	2.709212	2.653937	2.757988	2.716492	2.867023	2.831707	2.47468	3.088408	2.81364	2.972913	2.633446	2.766377	2.458024	2.817313	2.393303	2.615559	2.487648	2.542962	2.786633	2.608876	3.001359	2.795429	2.889062	2.798211	2.635274	2.720729	2.525139	2.387379	2.599625	2.487536	2.511497	2.675174	2.556113	2.786594	2.348918	2.59131	2.815258	2.61621	2.826432	2.615662	2.535658	2.554363	2.605278	2.444753	3.049889	2.61641	2.702889	3.008149	2.969712	2.684292	2.912245	2.45482	2.678002	3.095502	2.685809	2.779546	2.754616	2.557897	2.835754	2.725662
1552360_a_at	5.834837	6.48053	7.090267	5.533375	5.777271	5.970225	5.412036	5.928535	6.173305	6.163215	5.466541	5.580703	5.885836	5.769897	6.035409	6.124942	5.895451	6.37152	6.228608	6.33649	5.607229	5.818056	5.917165	5.747725	6.403466	5.96168	6.330481	6.031869	6.296847	5.477939	5.907646	5.933764	5.068484	5.902284	6.163908	6.525454	5.53659	5.918988	6.088876	5.774199	5.675059	6.972326	5.561505	5.827567	5.675842	5.408631	4.598257	5.701352	5.24359	5.22064	5.649102	5.673763	6.174329	5.773436	5.070027	5.710833	5.338675	5.810514	5.440565	5.727797	5.869863	6.166104	5.767952	5.95627	5.782979	6.103598
