symbol	GSM1523727	GSM1523728	GSM1523729	GSM1523744	GSM1523745	GSM1523746	GSM1523747	GSM1523748	GSM1523765	GSM1523768	GSM1523769	GSM1523770	GSM1523771	GSM1523772	GSM1523773	GSM1523774	GSM1523775	GSM1523776	GSM1523777	GSM1523778	GSM1523779	GSM1523780	GSM1523781	GSM1523782	GSM1523783	GSM1523784	GSM1523785	GSM1523786	GSM1523787	GSM1523788	GSM1523789	GSM1523790	GSM1523791	GSM1523792	GSM1523793	GSM1523794	GSM1523795	GSM1523796	GSM1523797	GSM1523798	GSM1523799	GSM1523800	GSM1523801	GSM1523802	GSM1523803	GSM1523804	GSM1523805	GSM1523806	GSM1523807	GSM1523808
TMSB4X	13.376795	13.565934	13.543358	13.497652	13.502297	13.279444	12.884703	13.609836	13.522741	13.739243	13.773889	13.295255	13.764696	13.475637	13.673374	13.50675	13.781134	13.56739	13.018945	13.75803	13.724679	13.510962	13.205703	13.081436	13.822243	13.801358	13.715146	13.634619	13.559851	13.63058	13.680042	13.588166	13.414648	13.505916	13.490523	13.790429	13.433952	13.743823	13.786428	13.739436	13.461454	13.547518	13.376434	13.653362	13.685112	13.592056	13.810759	13.573909	13.744313	13.781134
SNORD35B	13.411791	13.488191	13.628495	13.383272	13.616062	13.869748	13.609007	13.624582	13.696114	13.50867	13.514479	13.699618	13.581719	13.576775	13.579767	13.505467	13.526521	13.443307	13.440102	13.648732	13.404271	13.533368	13.566739	13.607117	13.516721	13.494229	13.42897	13.518821	13.308515	13.552866	13.699228	13.312527	13.571412	13.698119	13.538295	13.452173	13.321615	13.477402	13.322749	13.598862	13.490907	13.527548	13.514639	13.616062	13.431463	13.421612	13.533258	13.64334	13.503397	13.584315
RPL5	13.583491	13.507822	13.664946	13.557911	13.680885	13.648299	13.753225	13.646593	13.496297	13.456929	13.556104	13.542052	13.640682	13.49157	13.550848	13.724532	13.623863	13.606846	13.524963	13.5108	13.463651	13.502585	13.749689	13.368644	13.460525	13.495317	13.44196	13.526816	13.71506	13.579523	13.546983	13.247218	13.367477	13.593609	13.245717	13.249349	13.812918	13.517851	13.496162	13.518525	13.633544	13.571889	13.212286	13.540085	13.554082	13.518641	13.49898	13.594475	13.236317	13.459366
RPS29	13.532639	13.605514	13.726101	13.58988	13.726618	13.78708	13.661535	13.777527	14.023817	13.511661	13.607775	13.655415	13.737824	13.547298	13.504131	13.545785	13.542314	13.49152	13.741039	13.652142	13.543187	13.593165	13.441914	13.507383	13.677089	13.646136	13.474986	13.69274	13.411235	13.392319	13.389933	13.276799	13.605704	13.500176	13.366313	13.341389	13.429681	13.426889	14.071325	13.667461	13.659886	13.67724	13.541515	13.530972	13.610978	13.548154	13.569897	13.583333	13.408395	13.53921
RPS17	13.519464	13.465819	13.596356	13.699838	13.531329	13.755378	13.31457	13.647334	14.092722	13.555045	13.60877	13.686656	13.644006	13.531455	13.474492	13.514249	13.602454	13.534797	13.545283	13.526754	13.191964	13.59204	13.700979	13.768077	13.539269	13.464095	13.506933	13.540227	13.586706	13.447857	13.706924	13.22036	13.47352	13.615241	13.275259	13.380402	13.602092	13.402618	13.245124	13.423438	13.572764	13.665098	13.260927	13.442289	13.518851	13.478568	13.483527	13.493149	13.315197	13.343445
RPS14	13.605799	13.572754	13.64021	13.542794	13.798685	13.765501	13.684619	13.809793	13.519863	13.645519	13.60679	13.52383	13.662863	13.591251	13.609592	13.530398	13.639796	13.726613	13.584783	13.635965	13.506802	13.605974	13.39972	13.637505	13.660186	13.585734	13.496226	13.606089	13.693646	13.605858	13.710865	13.381591	13.53078	13.705796	13.457524	13.341609	13.503952	13.54312	13.607055	13.567501	13.406509	13.597003	13.522243	13.821879	13.532229	13.56513	13.616712	13.536488	13.39867	13.573315
RPL10A	13.771045	13.560289	13.643822	13.617137	13.342116	13.73513	13.586992	13.734464	13.695808	13.382978	13.489502	13.734668	13.701954	13.572057	13.621486	13.651716	13.723031	13.621425	13.665536	13.542412	13.581782	13.616309	13.55413	13.649912	13.44978	13.519494	13.439491	13.487082	13.638956	13.624231	13.610616	13.402202	13.457866	13.718645	13.340082	13.260135	13.459328	13.593694	13.497361	13.512704	13.582506	13.714338	13.485343	13.424902	13.624231	13.472398	13.640094	13.557606	13.431803	13.613597
PPIA	13.603782	13.447194	13.574582	13.950841	13.81277	13.186138	13.536333	13.465914	13.899728	13.705367	13.480946	13.235909	13.354664	13.457011	13.27751	12.971544	13.693477	13.454631	13.553483	13.621895	13.384462	13.867659	13.52646	13.815038	13.435393	13.463535	13.473485	13.433191	13.973534	13.443294	13.647846	13.397865	13.498463	13.408357	13.184125	13.862603	13.61203	13.565038	13.586907	13.36313	13.409712	13.494774	13.844594	13.529582	13.371834	13.383467	13.359602	13.168663	13.551233	13.504436
RPSAP19	13.873554	13.667585	13.688387	13.886704	13.073	13.920514	14.066388	13.763156	13.703408	13.559825	13.460757	13.892004	13.510546	13.423967	13.415351	13.365547	13.577926	13.589913	13.525239	13.477623	13.60634	13.599373	13.532871	13.599021	13.471178	13.509708	13.40369	13.526802	13.433505	13.476143	13.565479	13.153282	13.540316	13.811528	13.300733	13.477236	13.315632	13.475468	13.478698	13.448801	13.395812	13.626271	13.925499	13.304809	13.255761	13.489947	13.528414	13.633023	13.881589	13.500054
ACTG1	13.427818	13.497602	13.530623	13.347646	13.402208	13.46611	13.43323	13.3369	13.255466	13.575965	13.548502	13.349674	13.309081	13.572124	13.546843	13.488126	13.555369	13.656206	13.644632	13.388974	13.596308	13.451283	13.169332	13.833566	13.506718	13.435777	13.590182	13.449613	13.265407	13.509906	13.453672	13.746883	13.695515	13.456374	13.685474	13.669243	13.382829	13.584513	13.784898	13.465851	13.580609	13.552865	13.637212	13.46778	13.675803	13.435187	13.533058	13.667809	13.578942	13.663546
RPS12	13.80662	13.704744	13.614398	13.538851	13.502626	13.711974	13.57542	13.725583	13.896922	13.667951	13.52888	13.7652	13.711974	13.442694	13.606153	13.514951	13.756625	13.379224	13.706508	13.561141	13.389665	13.521204	13.670137	13.439067	13.509479	13.578011	13.568476	13.477008	13.556018	13.483421	13.655801	13.535355	13.733389	13.710483	13.465154	13.070614	13.548339	13.502635	13.480369	13.503667	13.488516	13.54965	13.640436	13.21013	13.524352	13.465134	13.497918	13.494875	13.476773	13.865794
S100A6	13.760845	13.700916	13.868613	13.906976	13.869807	13.177843	12.967964	13.738658	13.369675	13.842077	13.694852	13.168504	13.555018	13.990393	13.481259	12.974075	13.794696	13.8062	13.063052	13.917853	13.683871	13.788821	11.94139	13.752201	13.780604	13.537076	14.035829	13.379278	13.678155	13.346362	13.507686	13.990802	13.839117	13.323803	13.541512	13.895536	13.272157	13.49955	14.173363	12.965632	12.919058	13.250681	13.50381	13.772409	13.418387	13.609345	13.694691	13.445115	13.558383	13.723458
RPS21	13.324064	13.42137	13.434495	13.299528	13.533316	13.751831	13.843695	13.630905	13.910165	13.633399	13.422147	13.921338	13.60476	13.466383	13.351047	13.279395	13.525299	13.470899	13.571651	13.594914	13.321463	13.474262	13.793223	13.819516	13.332186	13.301215	13.309571	13.207483	13.884128	13.193605	13.275829	12.980861	13.424336	13.702052	13.306566	13.195297	13.786648	13.327455	13.1796	13.334718	13.554597	13.722571	13.433036	13.473246	13.713599	13.227316	13.315023	13.652142	13.403233	13.302686
RPS4X	13.562344	13.87226	13.675049	13.472027	13.23424	13.598364	13.40809	13.709776	13.448022	13.334526	13.597214	13.465646	13.660885	13.667465	13.698325	13.457837	13.790792	13.310874	13.788912	13.732595	13.598364	13.660191	13.713074	13.467796	13.562731	13.651001	13.68789	13.624379	13.735266	13.667761	13.824199	13.500731	13.293309	13.638452	13.506206	13.278563	13.154213	13.325167	13.078013	13.402508	13.124036	13.501802	13.234343	13.431621	13.624139	13.534982	13.668074	13.47898	13.633001	13.539056
RPL27	13.440098	13.416682	13.472885	13.421797	13.770021	13.72217	13.323511	13.619037	13.570244	13.559194	13.483094	13.621591	13.607343	13.35249	13.4452	13.436385	13.510808	13.53773	13.366411	13.415074	13.429176	13.493373	13.377975	13.404086	13.366957	13.480935	13.360362	13.424664	13.289136	13.37261	13.43152	13.014863	13.359215	13.4499	13.117312	13.325043	13.699292	13.433295	13.417946	13.468909	13.547459	13.428998	13.250658	13.440732	13.421145	13.354195	13.330298	13.438593	13.285729	13.360132
RPL21P28	13.714235	13.461616	13.466175	13.450866	13.45419	13.527216	13.881281	13.647615	13.581087	13.341002	13.858138	13.74337	13.665317	13.332255	13.484556	13.56086	13.348589	13.556622	13.557831	13.374969	13.544983	13.394586	13.396662	13.374185	13.489574	13.483151	13.269054	13.507654	13.390684	13.468309	13.64801	13.087975	13.470364	13.682637	13.305543	13.300389	13.596126	13.4909	13.519133	13.541222	13.324733	13.446153	13.390299	13.557005	13.591848	13.387546	13.4167	13.75709	13.414811	13.439883
H3F3AP4	13.323317	13.416806	13.473153	13.730702	13.573642	13.572003	13.552962	13.483861	13.629826	13.491344	13.455312	13.154051	13.483989	13.424771	13.528132	13.297354	13.405459	13.418263	13.412202	13.615194	13.398103	13.301726	13.598301	13.441913	13.493532	13.520374	13.326308	13.367832	13.573149	13.444721	13.508755	13.4402	13.228131	13.526101	13.626349	13.23239	13.693986	13.459631	13.39768	13.352819	13.420787	13.348353	13.560661	13.388197	13.784893	13.36961	13.578518	13.591268	13.569007	13.457643
RPL9	13.523711	13.518335	13.582684	13.567613	13.404739	13.600025	13.688114	13.72262	13.781162	13.381529	13.562114	13.405856	13.790915	13.455916	13.51215	13.587077	13.471501	13.639418	13.520983	13.304695	13.422021	13.395601	13.462046	13.538663	13.561974	13.454905	13.45961	13.569642	13.430835	13.418034	13.449693	13.186036	13.379032	13.462636	13.219183	12.942202	13.369818	13.500759	13.204288	13.500613	13.596857	13.520042	13.33868	13.557111	13.570047	13.410421	13.449352	13.609349	13.238053	13.41461
PABPC1	13.649792	13.668216	13.707995	13.475289	13.031791	13.110119	13.232464	13.038232	13.045403	13.570137	13.239773	13.26379	13.065544	13.48816	13.15037	13.371584	13.626035	13.506217	13.741765	13.304091	13.540503	13.126873	13.127402	13.43097	13.305865	13.373079	13.485361	13.403886	13.853885	13.356356	13.513466	13.377071	13.117537	13.472996	13.310359	13.672527	13.83989	13.332608	13.544998	13.273144	14.315127	13.577998	13.161156	13.358366	13.848016	13.146337	13.25735	13.480796	13.467634	13.360662
LOC100508408	13.418681	13.40844	13.471757	13.485358	13.309545	13.602285	13.069849	13.589872	13.477183	13.33173	13.374557	13.497236	13.540431	13.304248	13.359611	13.426957	13.460846	13.532649	13.509894	13.319335	13.338191	13.438001	13.505011	13.419655	13.400608	13.371894	13.352488	13.436366	13.603301	13.399921	13.291626	13.074402	13.382641	13.217586	13.368591	13.236263	13.383909	13.411681	13.127848	13.439124	13.451762	13.584149	13.455025	13.11832	13.316768	13.332115	13.350435	13.454712	13.235739	13.277142
RPS7	13.324652	13.405051	13.426275	13.494373	13.682072	13.704208	13.656231	13.567623	13.679408	13.254276	13.365142	13.530164	13.534883	13.317454	13.254869	13.278241	13.589987	13.382712	13.535698	13.514681	13.253419	13.364915	13.689072	13.419393	13.301038	13.339368	13.218249	13.331835	13.447844	13.287748	13.539922	13.1163	13.161469	13.554514	13.083853	12.951512	13.534344	13.36101	13.47239	13.317809	13.442706	13.397544	13.206142	13.507919	13.157515	13.261712	13.24853	13.469926	13.249072	13.281826
ANXA2	13.61725	13.542561	13.760896	13.814505	13.353189	13.274628	12.452301	13.618169	12.255218	13.73385	13.57617	13.515104	13.317036	13.573685	12.748863	12.610021	13.506638	13.354164	13.070751	13.562652	13.563247	13.745083	13.302272	13.772863	13.790886	13.480959	13.767107	13.476406	13.758469	13.411203	13.47791	13.718701	13.929148	13.36479	12.942083	13.509972	12.753872	13.437692	13.633904	12.923612	13.058613	13.309512	13.591904	13.71002	13.183293	13.441458	13.417236	12.940697	13.415315	13.710063
NBEAL1	13.543711	13.395351	13.448895	13.6698	12.967305	13.374659	13.522714	13.550252	13.670954	13.401926	13.228965	13.675908	13.500725	13.651564	13.412306	13.167935	13.352929	13.295146	13.572254	13.375892	13.507784	13.426675	13.575681	13.494556	13.438403	13.281098	13.37828	13.236565	13.209289	13.299867	13.779163	12.948297	13.378485	13.319017	12.961523	12.961931	13.420006	13.305362	13.233902	13.268106	13.381367	13.861529	13.154778	13.393669	13.249947	13.17492	13.440996	13.264299	13.186317	13.317732
MIR6805	13.434062	13.305069	13.463534	12.857937	13.169049	13.447551	13.362203	13.134706	12.965067	13.387249	13.327241	13.896983	13.322999	13.317828	13.294996	13.255969	13.231361	12.891052	13.242109	13.338755	13.404094	13.337618	13.416361	13.477395	13.255029	13.304302	13.233368	13.288627	13.053404	13.287835	13.530121	13.186902	13.232197	13.40314	13.423722	13.34261	13.292094	13.291197	13.514817	13.443151	13.372358	13.636463	13.33006	13.146656	13.387863	13.208928	13.439135	13.302762	13.346586	13.369138
SNORD83B	13.508326	13.434816	13.551316	13.289274	12.836267	13.420777	13.219782	13.483343	13.52437	13.331409	13.399671	13.244062	13.381187	13.626273	13.447111	13.441389	13.304797	13.052707	13.474405	13.404734	13.207691	13.420011	13.267927	13.508942	13.465066	13.408132	13.34179	13.440124	13.288226	13.432955	13.612148	12.951731	13.273637	13.333043	13.107338	12.540847	13.493636	13.397131	13.064864	13.193624	13.05818	13.625386	13.31781	12.906283	13.254376	13.301167	13.388856	13.245266	13.078821	13.329649
RPL24	13.495172	13.235915	13.407922	13.67906	13.350806	13.756904	13.610781	13.589566	13.434394	13.201718	13.32892	13.664502	13.37569	13.276041	13.31231	13.276862	13.442193	13.422587	13.482089	13.208482	13.295921	13.336027	13.474641	13.211778	13.272334	13.299683	13.191094	13.259018	13.375471	13.212016	13.38283	12.866828	13.16535	13.532506	12.83831	12.574115	13.06964	13.304656	13.298011	13.24923	13.192789	13.226416	13.138455	13.367347	13.436908	13.176747	13.229481	13.375903	13.238986	13.243397
FTH1	13.171142	13.676197	13.041506	13.255167	13.143224	12.836942	12.481587	13.079894	13.16233	13.93736	13.461751	13.638529	13.556507	13.236639	13.268867	12.919607	13.108745	13.338578	13.605841	13.516712	12.995858	13.140319	13.505127	13.789115	12.939979	13.104247	13.150731	13.000953	12.890393	13.266	13.257594	13.985558	13.266668	12.978645	13.217623	14.134928	13.629967	13.822657	12.98405	13.464528	13.625145	13.185462	13.553296	13.575326	12.960341	12.957827	13.292091	13.486135	13.795097	13.455513
ACTB	13.043271	13.270768	13.192162	13.303472	13.063995	12.714096	12.973909	12.871469	13.472373	13.403925	13.424188	13.061055	13.374846	13.503239	13.420453	13.017603	13.278478	13.427556	13.039097	13.310499	13.064078	13.37821	13.350831	13.376809	13.455727	13.094647	13.494538	13.099816	13.212144	13.061079	13.128793	13.416268	13.368365	12.909784	12.821224	13.483451	13.20276	13.371911	13.049128	13.313708	13.156723	13.098821	13.321052	13.066377	13.011788	13.129117	13.314774	13.050437	13.488339	13.407092
CALM3	13.132502	13.090678	13.269749	13.268863	13.613824	13.60458	13.420837	13.394391	13.316963	13.24028	13.324474	12.981416	13.528876	13.239585	13.194168	13.422806	13.47906	12.872905	13.158376	13.335987	13.211785	13.32803	13.488112	12.831253	13.327655	13.284261	13.184734	13.169412	13.515763	13.159081	13.220789	12.757733	13.186326	13.132499	13.520397	13.182756	13.279839	13.384206	13.23246	13.193547	13.470199	12.981797	13.402603	13.407005	13.264798	13.296783	13.344266	13.280039	13.329172	13.304856
RPS28	13.373093	13.322564	13.402922	12.867237	12.95508	13.293331	12.877449	13.271816	13.417985	13.125744	13.203878	13.260365	13.223897	13.257888	13.26842	13.235495	13.175994	13.089131	13.432927	13.437698	13.174456	13.28993	13.143065	13.05884	13.340092	13.365389	13.221306	13.271816	13.133277	13.301142	13.405266	13.077905	13.256701	13.167621	13.527203	13.289275	13.156201	13.210387	12.956822	13.304016	13.104099	13.358417	13.295471	12.550005	13.213729	13.153164	13.269757	13.272541	13.191189	13.28849
TMSB10	12.435626	13.471003	13.034525	12.752662	13.413451	12.979375	13.117423	12.736882	13.135556	13.423469	13.312932	13.176474	13.444515	13.202996	13.057232	12.673101	13.242541	13.453834	13.294987	13.206753	13.194629	13.375335	13.144004	13.514167	13.507933	13.289622	13.325181	13.141182	13.435196	13.21919	13.008954	13.572638	13.459603	13.205054	12.925495	13.978343	13.232078	13.335718	13.284661	13.428252	13.135368	13.374997	13.435962	13.222457	13.353974	13.164889	13.524129	13.059568	13.343732	13.419826
TUBA1B	13.171721	13.16712	13.209621	13.306555	13.337646	13.099054	13.431341	12.871289	13.33188	13.287639	13.14785	13.251924	13.142605	13.188539	13.012105	12.482101	13.474164	13.212579	13.380959	13.304261	13.241128	13.547764	13.353566	13.692921	13.063512	12.886776	13.156034	12.969689	13.060654	13.167467	12.947272	13.262269	13.286403	13.478171	13.393802	13.338626	13.300139	13.224406	13.359212	13.09446	13.410695	13.396179	13.674677	13.055374	13.466017	13.112052	13.289969	13.250454	13.573489	13.294413
NACA	13.285332	13.266185	13.339662	13.418057	13.195021	13.5098	13.422514	13.516168	13.605862	13.206562	13.224782	13.723786	13.395351	13.390212	13.365405	13.365327	13.410686	13.39961	13.445384	13.339705	13.277797	13.232559	13.399968	13.529245	13.247536	13.259807	13.260671	13.314532	13.243397	13.309314	13.604134	13.178715	13.290424	13.601088	13.134169	12.903985	13.431961	13.311014	13.261948	13.317023	13.514527	13.341175	13.221564	13.336354	13.311361	13.280776	13.300002	13.519219	13.068006	13.275086
RPL12	13.491514	13.275942	13.351402	13.667372	12.853779	13.256395	13.467387	13.474415	13.625149	13.310465	13.166924	13.591036	13.460636	13.584631	13.27857	13.087111	13.195376	13.20527	13.449342	13.27819	13.414891	13.325371	13.455196	13.46391	13.35466	13.166133	13.29686	13.148326	13.087704	13.159818	13.699292	12.868551	13.243115	13.224251	12.816157	12.738271	13.181484	13.146746	13.101365	13.167709	13.278412	13.727907	13.003962	13.259754	13.145342	13.080906	13.352887	13.158205	13.065767	13.149042
SNORA70	13.171612	13.208876	13.212185	13.08925	12.893323	13.108129	12.701948	13.29217	13.355718	13.206692	13.249137	13.563925	13.350736	13.239912	13.519447	13.259311	13.148867	12.880529	13.66059	13.517632	13.291189	13.167656	12.918749	13.281037	13.286143	13.249238	13.145263	13.2303	13.365974	13.264574	13.585662	13.255145	12.978908	13.454114	13.630561	13.016508	13.398861	13.191297	13.332349	13.273957	13.097849	13.314397	13.158997	13.108228	13.296195	13.211221	13.259912	13.263516	13.150041	13.29444
HSP90AA1	13.282558	13.285142	13.407296	13.413234	13.544094	13.043926	13.517859	13.343422	13.04334	13.191633	13.139065	13.16925	13.138192	13.02935	12.746198	12.668725	13.155106	13.444871	13.426092	13.125475	13.053104	13.258411	12.922088	13.159914	12.981917	13.024717	13.061689	13.204519	13.302082	13.027402	13.037142	13.344029	13.341941	13.327954	13.031915	13.051346	12.896046	13.091378	13.428428	13.025064	13.085265	13.205977	13.078796	13.352445	13.372061	13.026428	12.99656	13.042245	13.011971	13.059008
RPL17-C18orf32	13.307472	13.334381	13.356645	13.569309	13.375794	13.300729	13.623623	13.482427	13.229984	13.022426	13.286857	13.236459	13.53952	13.144591	13.290146	13.405646	13.360873	13.41844	12.940443	13.204285	13.262492	13.478037	12.856312	13.313184	13.22525	13.231998	13.232524	13.336531	13.259151	13.345925	13.112306	13.208562	13.336996	13.040399	13.024127	13.111287	13.338042	13.29417	13.146451	13.296466	13.123754	13.392128	13.252012	12.694097	13.000109	13.257685	13.28506	13.365138	12.846836	13.273084
AGR2	14.088593	13.627312	13.654647	14.237744	14.190727	13.471726	12.543257	13.857148	14.059128	13.394516	13.685653	13.554927	12.200544	13.376193	13.0386	13.651447	14.181034	13.865375	11.686571	13.758	13.790141	14.020956	13.285109	13.848562	13.752131	13.976714	13.921653	13.814532	13.672647	13.538687	13.708572	12.946014	13.436322	13.491541	13.136954	10.579821	13.357817	12.346006	14.128613	13.190192	12.599288	9.189421	13.826032	13.889889	13.724014	13.98043	13.482596	13.282835	13.656996	13.491685
RPS15	13.319824	13.223616	13.315975	13.096717	12.250296	13.171265	12.650816	13.100953	13.068722	12.740786	13.200549	13.207702	13.203434	13.314254	13.211961	12.997556	13.40797	13.156525	13.253708	13.430653	13.190609	13.357519	13.29649	13.481586	13.243464	13.139848	13.274823	13.192789	13.404737	13.121432	13.285325	13.007204	13.110693	13.128944	13.12636	13.332374	13.08726	12.916705	13.199775	13.186489	12.835353	13.315533	13.04582	13.140438	13.218898	13.09412	13.182786	12.917072	13.153179	13.080577
RPL19	13.098132	13.119778	13.143796	12.96022	12.775083	13.223647	13.261822	13.052131	13.082678	13.310991	13.141578	13.163264	13.142081	13.122711	13.125984	13.106007	13.047546	12.984269	13.503798	13.068094	12.950901	13.141379	12.891431	13.387467	13.069996	13.117002	13.069762	13.055199	12.967237	13.006675	13.118626	12.775666	13.080015	13.019087	13.036162	13.281915	13.296378	12.963604	12.843965	13.157769	13.094145	13.233448	13.136699	13.033153	13.129433	13.007779	13.043793	13.196999	13.219809	13.019239
HNRNPA1P10	13.013502	13.281613	13.199632	12.903134	12.804766	13.172043	13.128688	13.099517	12.808976	13.078136	13.00556	13.168741	12.922522	13.104886	13.155165	13.103922	13.150178	13.278505	13.242591	13.067804	13.256054	13.278183	13.281456	13.038861	12.999427	13.033763	13.147109	13.015293	13.006963	13.128394	13.27372	13.127716	13.263676	13.262266	13.398582	13.000251	13.11444	12.984472	13.105526	13.055297	13.201474	13.304686	13.283541	12.91236	13.200371	13.026186	13.209273	13.237675	12.836124	13.118679
EIF1	12.801542	12.935444	12.951049	12.867062	13.042666	12.773508	12.459051	12.920767	12.756454	13.308825	13.03181	12.943035	13.06848	12.944361	13.166135	13.290378	13.279679	12.870004	14.343022	12.951788	13.020522	12.88182	12.738251	12.995234	12.897822	12.961797	13.022933	13.019288	13.773027	13.142531	13.02507	13.193001	12.8861	12.869679	13.224296	13.566256	13.703006	13.075899	13.278696	13.200056	13.425033	13.362248	12.784354	13.246125	13.102164	12.970135	13.120978	13.036155	13.051302	13.035405
RPS27A	13.06483	13.081657	13.188325	13.173033	13.405709	13.473248	13.247332	13.291202	13.102675	13.025496	13.020647	13.128374	13.242493	12.656613	13.041482	13.125991	13.097291	12.810068	13.2025	13.151899	13.052227	13.137959	13.295506	12.956586	13.208463	13.079324	12.859958	13.13947	13.169506	13.027518	13.105994	12.652401	12.989335	13.17838	13.003907	12.838576	13.080381	13.142355	13.168329	13.117667	13.112812	13.133374	13.121805	12.880472	13.041843	13.05483	13.035063	13.109784	13.023395	12.993548
PABPC3	13.33626	13.311792	13.392487	13.150605	13.006356	12.79053	12.920195	12.667499	12.372881	13.19882	12.90478	12.859801	12.79229	13.036138	12.684377	12.984772	13.226565	13.152417	13.401971	12.929404	13.120917	12.755781	12.642698	12.880995	12.930537	13.052313	13.114327	13.096179	13.581882	12.905087	13.120787	12.785154	12.745221	13.055557	12.927073	13.293309	13.530568	12.987777	13.214755	12.947163	14.157446	13.174241	12.677571	13.045636	13.457082	12.83108	12.830932	13.083472	13.076549	12.989215
IGK	13.142283	13.199145	12.687569	12.638577	13.313867	13.592152	12.633811	13.553197	13.160717	13.536557	13.894	12.49719	10.613038	13.408284	13.479366	14.0264	13.549768	13.596424	13.254844	13.718504	13.990307	12.81322	11.319241	10.640097	14.012067	14.031801	13.863132	14.129987	12.597314	14.101297	12.378152	12.335115	13.480302	13.354706	14.100256	11.563988	13.616927	13.811499	12.920168	14.111068	13.646957	10.780722	13.469707	13.053863	13.681931	13.993937	13.928575	13.846058	14.00461	13.779484
TSPAN8	13.763578	13.394988	14.004434	13.436753	13.610567	13.603372	13.241445	13.889301	13.806335	13.179124	13.661822	13.353941	13.328454	13.669352	13.131199	13.182243	13.636515	13.170583	13.516428	13.509916	13.903072	13.719274	12.121318	13.64678	13.803889	13.738256	13.413428	13.639455	13.405881	13.060792	13.565816	13.315796	13.847526	13.472964	13.613397	3.221029	13.537576	13.135902	13.983573	12.698738	12.409062	8.748029	13.115944	13.831135	13.280316	13.798846	13.620041	13.660911	13.446184	13.937052
LOC100506248	13.075196	13.452433	13.202473	13.287875	13.305259	13.125883	13.346028	12.90847	13.055682	12.997028	13.11901	13.041681	12.882187	13.021828	13.043352	12.664625	13.071647	13.328537	13.08065	13.032741	13.069137	13.346696	12.880264	13.362085	12.858487	12.986817	13.068437	12.760758	13.190886	12.8895	13.023317	13.39213	13.228899	13.21516	12.972293	13.158933	12.882561	12.950272	12.846214	13.073428	13.042158	13.196868	13.554144	12.809803	13.159912	12.932442	13.309417	13.171675	13.097933	13.079651
RPL14	13.411894	13.24085	13.243565	13.356982	12.293591	13.211744	13.333613	13.19113	13.15292	13.029967	12.907947	13.263429	13.23513	13.166234	13.089768	13.130044	12.988341	12.918619	13.067205	13.026299	12.954389	13.196156	12.980522	13.000527	13.149892	13.195916	13.121658	13.160101	12.957836	13.083305	13.216107	12.691911	12.826902	13.092388	12.645686	12.790563	12.949212	12.969584	12.7624	12.976539	12.501153	13.136875	13.033982	12.627467	12.692626	13.025141	12.973096	13.260739	13.47695	12.94962
MIR3654	13.341305	13.289134	13.22107	12.89998	12.797252	12.799078	13.314722	13.026794	13.16517	13.09526	13.102227	13.183008	13.127392	13.232349	13.052445	13.019632	13.227927	12.99232	13.504861	12.880938	13.118422	12.841088	13.32227	13.299961	13.076624	13.091975	12.95349	13.069161	12.615257	13.103484	13.107415	12.693786	12.860772	13.232805	12.953078	12.781431	13.318083	13.098942	13.029733	13.006205	13.174119	13.162798	13.078185	13.040415	12.69774	12.962329	12.834094	13.252202	12.920883	12.96678
SNORA52	13.002979	13.086051	13.104694	12.672932	12.634934	12.851882	12.435312	12.877232	13.197796	12.975065	12.995532	13.198578	13.05483	12.955068	13.058334	13.093579	13.162386	12.92515	13.394592	12.882128	12.909923	13.011624	13.416118	13.125446	13.101062	13.079182	12.857599	13.020318	13.450875	13.001833	12.972454	12.843027	13.039955	12.91345	13.175649	12.84559	13.07742	12.929332	12.815279	13.132138	12.998934	13.186677	13.180261	12.545685	13.049531	12.845359	13.087595	13.29194	12.934069	12.957578
RPL34	13.190085	13.192709	13.298131	13.149779	13.198767	13.501471	13.042651	13.495658	13.135876	13.153428	13.231107	13.367812	13.407578	13.137147	13.247724	13.194214	13.235179	13.3293	13.231279	13.058843	13.061406	13.124467	12.896729	13.185757	13.247084	13.222207	13.153083	13.330978	13.018459	13.116595	13.104557	12.812507	13.060505	13.036345	12.928879	12.909105	12.855885	13.153884	13.088624	13.168942	12.748582	13.228303	12.887461	12.791632	13.161545	13.202015	13.111231	12.903486	12.750293	13.16413
GAPDH	13.013509	13.168758	13.03801	13.126827	13.182375	12.621529	12.743847	12.707607	12.465173	13.332767	12.973386	13.325367	12.468639	12.792756	12.310955	12.366388	13.118228	13.128548	13.533806	13.143298	12.727004	13.312939	13.09877	12.981028	13.070762	12.933107	13.176064	12.819853	13.077719	13.033688	13.160555	13.304851	13.167146	13.342958	13.234748	13.403629	13.10188	13.213133	13.059583	12.953153	13.297537	13.091547	13.571597	13.50786	13.170241	12.826908	13.018603	13.184558	13.387437	13.035995
TUBA1C	13.007682	12.925053	13.064629	13.080593	13.138459	12.818161	13.243807	12.705836	13.176651	13.106708	12.95131	12.842335	12.905546	13.039358	12.766379	12.392062	13.367571	12.927931	13.203247	13.139968	13.081873	13.385192	13.336558	13.404945	12.94899	12.767301	13.007489	12.829108	13.081115	12.964622	12.788119	13.010752	13.14399	13.298922	13.128879	13.148954	13.196071	12.981285	13.203434	12.843573	13.216176	13.145779	13.460382	13.092476	13.380592	12.995634	13.012516	13.14061	13.510044	13.147109
